,Survived,Age,SibSp,Parch,Fare,Pclass_2,Pclass_3,Sex_male,Embarked_Q,Embarked_S,Cabinletter_B,Cabinletter_C,Cabinletter_D,Cabinletter_E,Cabinletter_F,Cabinletter_G,Cabinletter_T
21,1.0,0.3333333333333333,0.0,0.0,-0.06298073591573695,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,1.0,-0.9333333333333333,0.0,0.0,-0.27826380708197634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1.0,-0.06666666666666667,0.0,0.0,0.9114839581456586,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,-1.4,3.0,1.0,0.2867438153974083,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1.0,0.6,1.0,5.0,0.7333734668422146,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,-0.058200001154975686,0.0,0.0,-0.31309334072482853,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,-0.6666666666666666,3.0,2.0,10.764404753655324,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,1.0,-0.2482548159515891,0.0,0.0,-0.28476023837571895,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.04946804303037382,0.0,0.0,-0.2840412999792114,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.7333333333333333,0.0,0.0,0.5745703693437738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.0,0.09562652396660501,1.0,0.0,5.719743953987942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.0,-0.24817201903287486,0.0,0.0,-0.29035583119672925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,2.466666666666667,0.0,0.0,-0.1712545908114476,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,-0.06666666666666667,1.0,0.0,2.9327749289723513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.8666666666666667,1.0,0.0,1.6260914004573488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.0,-0.4764172535687765,0.0,0.0,-0.3129114406486037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,-0.5333333333333333,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,-0.7333333333333333,2.0,0.0,0.15356697387568427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1.0,-1.0,1.0,0.0,-0.13913190354098817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.7333333333333333,1.0,0.0,-0.21564687131868895,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,-0.13333333333333333,1.0,0.0,0.283495599750537,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,-0.05862987865554364,0.0,0.0,-0.2840412999792114,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.0,-1.7333333333333334,1.0,2.0,1.1747713256184602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.0,-0.6666666666666666,0.0,0.0,-0.28476023837571895,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.049369225036057195,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,-0.12508526288592633,1.0,0.0,0.04529311897997366,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.0,-0.24817201903287486,0.0,0.0,-0.29035583119672925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,-0.6150904094475111,2.0,0.0,0.31291144064860377,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,-0.7333333333333333,1.0,0.0,0.14490506548402746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,-1.4666666666666666,4.0,1.0,1.092842665095974,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,-0.5333333333333333,0.0,0.0,-0.28819035409881505,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.0,1.3333333333333333,1.0,0.0,2.6971017254521517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,1.0,0.0,1.0,0.0,0.5000433095419583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,2.4,0.0,1.0,2.058285981567459,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1.0,0.600060255320977,0.0,0.0,0.9114839581456586,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,1.0,-0.5333333333333333,0.0,0.0,-0.1712545908114476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,-0.03333333333333333,0.0,0.0,-0.3129114406486037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.0,-1.6,1.0,2.0,0.5758350079689557,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,-1.2,5.0,2.0,1.405212736470099,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,-0.4666666666666667,0.0,0.0,-0.3129114406486037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.0,0.6,0.0,0.0,2.8387585752893076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,1.0666666666666667,1.0,0.0,2.9892592335943453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,0.0,-1.6666666666666667,3.0,2.0,0.5823314392626983,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.9661160305147954,0.0,0.0,0.5745703693437738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1.0,-0.8082870925584726,1.0,1.0,0.03428383341417777,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1.0,0.0,0.0,0.0,-0.1712545908114476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.0,-0.6666666666666666,0.0,0.0,-0.27267254521516177,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1.0,-0.8,4.0,2.0,-0.2827766613540295,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,-0.2,2.0,0.0,-0.2508358741597949,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.2,0.0,0.0,-0.1712545908114476,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,-0.8666666666666667,5.0,2.0,1.405212736470099,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,-0.5333333333333333,0.0,0.0,2.55724655256046,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,-0.2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1.0,0.2,0.0,0.0,1.8208024391934032,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,-0.26666666666666666,0.0,0.0,-0.29468678539255766,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,0.0,0.04946804303037382,0.0,0.0,-0.2840412999792114,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.049369225036057195,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1.0,-1.8780000000000001,0.0,2.0,0.629971935416811,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1.0,0.06666666666666667,0.0,0.0,-0.0857182454438362,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,-0.4666666666666667,0.0,0.0,-0.23621890374887394,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1.0,0.0,0.0,0.0,-0.21456413276973182,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1.0,-0.24819605064627884,0.0,0.0,-0.2887317233732936,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,-0.06666666666666667,0.0,0.0,1.4138746448617558,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1.0,-0.8,0.0,0.0,-0.1712545908114476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1.0,0.26666666666666666,3.0,0.0,0.06045145866537313,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,-0.8666666666666667,1.0,3.0,0.8627607234425888,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.049369225036057195,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1.0,-0.4,3.0,2.0,10.764404753655324,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,0.0,-0.3333333333333333,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,-0.6,0.0,0.0,-0.2858429769246761,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,1.1333333333333333,1.0,0.0,2.0234564479246067,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,0.0,-0.2,1.0,2.0,0.2650890444182662,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,2.0,0.0,0.0,-0.3120106021758714,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.049369225036057195,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,2.8,0.0,0.0,0.8748527475573419,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1.0,-0.4,0.0,1.0,2.1180141708821285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,1.0,0.3333333333333333,0.0,1.0,0.37011468366710554,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.3333333333333333,1.0,0.0,0.5000433095419583,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,-0.06666666666666667,0.0,0.0,-0.2840412999792114,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.04946804303037382,0.0,0.0,-0.2840412999792114,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,-0.5333333333333333,0.0,1.0,2.721281442727461,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,0.0,0.26666666666666666,0.0,0.0,-0.25119534335804866,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.5333333333333333,2.0,0.0,-0.2827766613540295,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,-0.06666666666666667,0.0,0.0,-0.2840412999792114,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1.0,-0.5333333333333333,0.0,0.0,-0.29468678539255766,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1.0,-0.3686691040054145,0.0,0.0,-0.2892730926477721,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.6,0.0,0.0,-0.2840412999792114,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1.0,-0.5324956121549332,1.0,0.0,0.41992065691913233,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,1.2,0.0,0.0,1.6260914004573488,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
111,0.0,-0.9666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,-0.4666666666666667,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,-0.6,1.0,0.0,-0.20048853163328947,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,-0.8,0.0,0.0,0.00017756912202893625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,-0.5333333333333333,0.0,0.0,-0.2827766613540295,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,2.7666666666666666,0.0,0.0,-0.29035583119672925,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,1.0,0.0,0.283495599750537,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,-0.3333333333333333,0.0,1.0,10.094007691774651,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,-1.8,4.0,2.0,0.7285011433719076,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,-0.5333333333333333,2.0,0.0,2.55724655256046,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.049369225036057195,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.23333333333333334,1.0,0.0,0.6763477929457417,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1.0,0.23333333333333334,0.0,0.0,-0.06298073591573695,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,0.0,1.6666666666666667,0.0,1.0,2.721281442727461,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,1.0,-1.1333333333333333,1.0,0.0,-0.13913190354098817,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.1536950380776446,0.0,0.0,-0.29035583119672925,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,1.0,-0.3333333333333333,0.0,0.0,-0.31670102556995355,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1.0,-1.145179237020099,1.0,1.0,0.34232295059247453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,0.0,1.0666666666666667,0.0,0.0,-0.32392072621439955,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.26666666666666666,0.0,0.0,-0.2840412999792114,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,-0.6,0.0,0.0,-0.32067251056752827,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,1.2,1.0,0.0,0.001983577021689412,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1.0,0.0,1.0,0.0,0.5000433095419583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,-0.26666666666666666,0.0,0.0,-0.06298073591573695,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,-0.4,0.0,0.0,0.025621925022520947,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1.0,-0.6666666666666666,0.0,2.0,0.5123129027787402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,0.0,0.5333333333333333,1.0,0.0,1.6737318966114614,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,0.0,-0.8666666666666667,0.0,0.0,-0.22683372600651378,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,-0.3333333333333333,0.0,0.0,2.8041109417226804,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,-0.15282994967191618,0.0,2.0,0.03428383341417777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,1.0,-0.4666666666666667,0.0,0.0,-0.29035583119672925,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1.0,-0.3333333333333333,1.0,0.0,0.06045145866537313,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,-0.6666666666666666,0.0,0.0,-0.3336653731550135,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,-0.7333333333333333,0.0,0.0,-0.12794504885316332,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,-0.6666666666666666,1.0,1.0,0.9656208855935139,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1.0,-0.13333333333333333,0.0,0.0,-0.28837225417503987,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,-1.3333333333333333,2.0,2.0,0.8627607234425888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.5,0.0,2.0,0.5000433095419583,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,0.0,0.8666666666666667,0.0,0.0,-0.06298073591573695,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,1.4666666666666666,0.0,0.0,-0.08355276834592196,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,1.0,-0.4666666666666667,1.0,0.0,2.2584107130482987,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,0.0,1.7666666666666666,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,0.7666666666666667,0.0,2.0,0.001983577021689412,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.04984184676633276,0.0,0.0,-0.30930375580347863,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,1.4666666666666666,0.0,1.0,2.0323002563924883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1.0,-0.8666666666666667,0.0,0.0,-0.29107910054743263,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.06666666666666667,0.0,0.0,-0.277362968609244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.048976708683794355,0.0,0.0,-0.2508358741597949,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,-2.2863901397122586,8.0,2.0,2.3861738618252373,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,1.0,0.0,1.0,0.07127884415494427,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1.0,0.7333333333333333,0.0,0.0,0.056120504469544724,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,-0.2,0.0,0.0,-0.2892730926477721,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,-0.8,0.0,0.0,-0.2508358741597949,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,-1.8666666666666667,4.0,1.0,1.092842665095974,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1.0,-1.3333333333333333,0.0,2.0,0.26292356732035194,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1.0,0.7238430552227584,0.0,1.0,1.7560200263322014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,0.0,1.0666666666666667,1.0,4.0,0.5823314392626983,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,1.0753647781033961,0.0,0.0,0.49679509389508697,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,-0.06666666666666667,0.0,0.0,1.8208024391934032,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,2.1333333333333333,0.0,0.0,0.8248648742290902,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,-1.6666666666666667,4.0,1.0,0.6353856281615965,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1.0,-1.8666666666666667,1.0,1.0,-0.14382665788926616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
